LAMMPS data file via write_data, version 21 Nov 2023, timestep = 0, units = metal

8214 atoms
2 atom types

0 16.1862282203113 xlo xhi
0 171.680876046227 ylo yhi
0 70.0884241512108 zlo zhi

Masses

1 180.95
2 180.95

Atoms # atomic

1             1      13.48852      170.9566     0.6386928             0             0             0
2             1      13.48852      165.2487     0.6277518             0             0             0
3             1      14.83738      167.1315      2.971972             0             0             0
4             1      10.79082      167.1511     0.6315252             0             0             0
5             1      13.48852      168.1024      0.633363             0             0             0
6             1      12.13967      169.0345      2.975461             0             0             0
7             1      14.83738      169.9861      2.977163             0             0             0
8             1      13.48852      170.9182      5.318723             0             0             0
9             1      8.093114      169.0538     0.6351696             0             0             0
10             1      10.79082      170.0052     0.6369459             0             0             0
11             1      9.441966      170.9377      2.978837             0             0             0
12             1      5.395409      170.9566     0.6386928             0             0             0
13             1      13.48852      159.5425     0.6155689             0             0             0
14             1      14.83738      161.4238      2.960749             0             0             0
15             1      10.79082      161.4444     0.6197834             0             0             0
16             1      13.48852      162.3954     0.6218311             0             0             0
17             1      12.13967      163.3262      2.964625             0             0             0
18             1      14.83738      164.2774       2.96651             0             0             0
19             1      13.48852      165.2082      5.308702             0             0             0
20             1      14.83738      167.0907      7.652031             0             0             0
21             1      8.093114      163.3464      0.623841             0             0             0
22             1      10.79082      164.2975     0.6258142             0             0             0
23             1      9.441966      165.2287      2.968363             0             0             0
24             1      12.13967      166.1801      2.970183             0             0             0
25             1      10.79082      167.1114      5.312152             0             0             0
26             1      13.48852       168.063      5.313835             0             0             0
27             1      12.13967      168.9944      7.655225             0             0             0
28             1      14.83738      169.9463      7.656785             0             0             0
29             1      13.48852      170.8779      9.997606             0             0             0
30             1      5.395409      165.2487     0.6277518             0             0             0
31             1      8.093114      166.1999     0.6296551             0             0             0
32             1      6.744262      167.1315      2.971972             0             0             0
33             1      9.441966       168.083      2.973731             0             0             0
34             1      8.093114      169.0147       5.31549             0             0             0
35             1      10.79082      169.9664      5.317119             0             0             0
36             1      9.441966      170.8982      7.658322             0             0             0
37             1      2.697705      167.1511     0.6315252             0             0             0
38             1      5.395409      168.1024      0.633363             0             0             0
39             1      4.046557      169.0345      2.975461             0             0             0
40             1      6.744262      169.9861      2.977163             0             0             0
41             1      5.395409      170.9182      5.318723             0             0             0
42             1             0      169.0538     0.6351696             0             0             0
43             1      2.697705      170.0052     0.6369459             0             0             0
44             1      1.348852      170.9377      2.978837             0             0             0
45             1      13.48852      153.8386     0.6018682             0             0             0
46             1      14.83738      155.7181      2.948197             0             0             0
47             1      10.79082      155.7397      0.606624             0             0             0
48             1      13.48852      156.6903     0.6089285             0             0             0
49             1      12.13967      157.6197      2.952546             0             0             0
50             1      14.83738      158.5706      2.954656             0             0             0
51             1      13.48852         159.5      5.297602             0             0             0
52             1      14.83738      161.3806      7.641801             0             0             0
53             1      8.093114       157.641     0.6111865             0             0             0
54             1      10.79082      158.5917     0.6133994             0             0             0
55             1      9.441966      159.5216      2.956726             0             0             0
56             1      12.13967      160.4727      2.958757             0             0             0
57             1      10.79082      161.4025      5.301436             0             0             0
58             1      13.48852      162.3539      5.303301             0             0             0
59             1      12.13967      163.2838      7.645326             0             0             0
60             1      14.83738      164.2354      7.647044             0             0             0
61             1      13.48852      165.1655      9.988422             0             0             0
62             1      14.83738      167.0479      12.33076             0             0             0
63             1      5.395409      159.5425     0.6155689             0             0             0
64             1      8.093114      160.4934     0.6176964             0             0             0
65             1      6.744262      161.4238      2.960749             0             0             0
66             1      9.441966      162.3749      2.962704             0             0             0
67             1      8.093114      163.3053      5.305133             0             0             0
68             1      10.79082      164.2567      5.306933             0             0             0
69             1      9.441966      165.1871      7.648734             0             0             0
70             1      12.13967      166.1389      7.650396             0             0             0
71             1      10.79082      167.0695      9.991576             0             0             0
72             1      13.48852      168.0215      9.993118             0             0             0
73             1      12.13967      168.9524      12.33369             0             0             0
74             1      14.83738      169.9047      12.33513             0             0             0
75             1      13.48852       170.836      14.67513             0             0             0
76             1      2.697705      161.4444     0.6197834             0             0             0
77             1      5.395409      162.3954     0.6218311             0             0             0
78             1      4.046557      163.3262      2.964625             0             0             0
79             1      6.744262      164.2774       2.96651             0             0             0
80             1      5.395409      165.2082      5.308702             0             0             0
81             1      8.093114      166.1598      5.310442             0             0             0
82             1      6.744262      167.0907      7.652031             0             0             0
83             1      9.441966      168.0425      7.653641             0             0             0
84             1      8.093114      168.9736      9.994636             0             0             0
85             1      10.79082      169.9257      9.996132             0             0             0
86             1      9.441966      170.8571      12.33655             0             0             0
87             1             0      163.3464      0.623841             0             0             0
88             1      2.697705      164.2975     0.6258142             0             0             0
89             1      1.348852      165.2287      2.968363             0             0             0
90             1      4.046557      166.1801      2.970183             0             0             0
91             1      2.697705      167.1114      5.312152             0             0             0
92             1      5.395409       168.063      5.313835             0             0             0
93             1      4.046557      168.9944      7.655225             0             0             0
94             1      6.744262      169.9463      7.656785             0             0             0
95             1      5.395409      170.8779      9.997606             0             0             0
96             1             0      166.1999     0.6296551             0             0             0
97             1      1.348852       168.083      2.973731             0             0             0
98             1             0      169.0147       5.31549             0             0             0
99             1      2.697705      169.9664      5.317119             0             0             0
100             1      1.348852      170.8982      7.658322             0             0             0
101             1      13.48852      148.1373     0.5862887             0             0             0
102             1      14.83738      150.0148      2.934001             0             0             0
103             1      10.79082      150.0374     0.5917173             0             0             0
104             1      13.48852      150.9876       0.59434             0             0             0
105             1      12.13967      151.9156      2.938939             0             0             0
106             1      14.83738      152.8661      2.941328             0             0             0
107             1      13.48852      153.7938      5.285178             0             0             0
108             1      14.83738      155.6724      7.630434             0             0             0
109             1      8.093114      151.9379     0.5969046             0             0             0
110             1      10.79082      152.8882     0.5994133             0             0             0
111             1      9.441966      153.8167      2.943666             0             0             0
112             1      12.13967      154.7673      2.945955             0             0             0
113             1      10.79082      155.6956      5.289485             0             0             0
114             1      13.48852      156.6466      5.291574             0             0             0
115             1      12.13967      157.5749      7.634364             0             0             0
116             1      14.83738      158.5262      7.636275             0             0             0
